
From 1/1/2014 - 01/03/2015 <-- no one knows exact time it was released, some say in 2013, set it 2014 to be sure

SELECT nick, fingerprint, identity, ip, count(identity) FROM agorahooawayyfoe GROUP BY nick ORDER BY count(identity) DESC;



+---------------------+------------------------------------------+-----------------------------+-----------------+-----------------+
| nick                | fingerprint                              | identity                    | ip              | count(identity) |
| 303                 | 06fd98ac1fb488bb2032da0b824a435550975dd7 | Bv2YrB+0iLsgMtoLgkpDVVCXXdc | 109.193.157.111 |              24 |
| TorAustralisXXIV    | 09057f238e4f3fcd8c444bb1514ffc4d5dbc026f | CQV/I45PP82MREuxUU/8TV28Am8 | 108.178.17.198  |              24 |
| blackproudandgay    | 59ba889473171c4bb272be57fb6c0463c438eead | WbqIlHMXHEuycr5X+2wEY8Q47q0 | 24.22.253.213   |              24 |
| BudaTOR             | 615452439c0477f557e278b2077972ebd67d8671 | YVRSQ5wEd/VX4niyB3ly69Z9hnE | 181.135.99.62   |              24 |
| BITG1               | 398e66bc72e0486a0a556052fab14242a1b77765 | OY5mvHLgSGoKVWBS+rFCQqG3d2U | 37.187.97.95    |              24 |
| torpidsFRdedibox    | 530e1038c3d2f746657b51f97831f9f422747180 | Uw4QOMPS90Zle1H5eDH59CJ0cYA | 88.191.162.192  |              24 |
| PhraseNet           | 9ec0ce5e8f1566ff69b9730184fd0331cfc27fd7 | nsDOXo8VZv9puXMBhP0DMc/Cf9c | 47.55.28.89     |              24 |
| deepwater           | 0eb5edadb35bdcb3445cc6a4a0848c338d3a6cb5 | DrXtrbNb3LNEXMakoISMM406bLU | 99.28.48.185    |              24 |
| Torry               | bd3eab53f36548ede049808cb22adb2f157cb3e1 | vT6rU/NlSO3gSYCMsirbLxV8s+E | 188.230.166.251 |              24 |
| servbr2a            | 7663ad93b561aa11f40982bbdb3d3063ad28e3c7 | dmOtk7VhqhH0CYK72z0wY60o48c | 62.210.82.177   |              24 |
| ScorpiT             | db47294ee990d74298eae163d8fd344c93694c3d | 20cpTumQ10KY6uFj2P00TJNpTD0 | 81.28.163.37    |              24 |
| Pyrus               | 70a7e8aa9066696f0ead87fa8595f912c75109d2 | cKfoqpBmaW8OrYf6hZX5EsdRCdI | 37.139.13.152   |              24 |
| lafkjfeoiufwnvalkvn | d5ee771fe5d4ff216966d9483c49b410cc5ab958 | 1e53H+XU/yFpZtlIPEm0EMxauVg | 24.23.199.85    |              24 |
| idkneitzel          | a17238cf4e82ebd74414f78c313fba9a157874a3 | oXI4z06C69dEFPeMMT+6mhV4dKM | 81.7.11.129     |              24 |
| edge                | e020432caad463c3d28bb0bb69978d07a8f7bdeb | 4CBDLKrUY8PSi7C7aZeNB6j3ves | 82.77.165.222   |              24 |
| rommelbak           | 0a7dabbaa85fd454c811efa1f802898fe546f7c5 | Cn2ruqhf1FTIEe+h+AKJj+VG98U | 91.228.151.52   |              24 |
| RunningOnFumes1     | 80d3c1fb3ebcbe84565c15fb06bbed0327011868 | gNPB+z68voRWXBX7BrvtAycBGGg | 5.254.101.78    |              24 |
| friertor            | 9a76f12c1e76ca35145ab73adf6115c2bf1bd988 | mnbxLB52yjUUWrc632EVwr8b2Yg | 87.104.110.247  |              24 |
| MuhFreedomsRsx      | 58ebda1f55e789d9d90ca20aab01188a0cf3eba4 | WOvaH1XnidnZDKIKqwEYigzz66Q | 93.115.8.231    |              24 |
| ukrtorexit          | eba3e2e71be4b543d18ef87e7307e5720ab1b156 | 66Pi5xvktUPRjvh+cwflcgqxsVY | 194.143.145.246 |              24 |
| Ahtna               | 94fe9a780109d3c5856a7a2b3333329b8f31a23c | lP6aeAEJ08WFanorMzMym48xojw | 95.130.10.15    |              24 |
| Samo                | 2a4ee908d1e4671a45f0c670cc309e73c98c98dc | Kk7pCNHkZxpF8MZwzDCec8mMmNw | 93.184.66.227   |              24 |
| devaley             | 91f76012c3214676e264030ca5b8a0cabed25744 | kfdgEsMhRnbiZAMMpbigyr7SV0Q | 37.157.197.184  |              24 |
| lanfordlove         | 39e8ec8c8febeb252a78821b447456e930246493 | OejsjI/r6yUqeIIbRHRW6TAkZJM | 198.84.161.12   |              24 |
| 4n08o               | e59c199512fe52c4dbbda382f7d6d53a099caf32 | 5ZwZlRL+UsTbvaOC99bVOgmcrzI | 76.226.124.105  |              24 |
| A01xTornode2        | 8068e744815b50f37680160bb0fc2b5f4c0b97d3 | gGjnRIFbUPN2gBYLsPwrX0wLl9M | 46.38.236.168   |              24 |
| ijumped30homeless   | f6b64fdd309b5894859f64141ca9677ac2b68429 | 9rZP3TCbWJSFn2QUHKlnesK2hCk | 68.115.14.43    |              24 |
| gratinee            | 3886c036b7b9a8c41ba3aff129f323d007aeae29 | OIbANre5qMQbo6/xKfMj0Aeurik | 173.213.108.117 |              24 |
| foghorn             | 7703370296107889dc3a9c26f21954deb578c9d4 | dwM3ApYQeIncOpwm8hlU3rV4ydQ | 192.71.245.137  |              24 |
| Cheetah             | 930b4b157cd7142d3804beef8adb84571b896c05 | kwtLFXzXFC04BL7vituEVxuJbAU | 62.143.183.93   |              24 |
| cristy              | 2cf2db2c43811b8e955aa3c6edb552cee41570b2 | LPLbLEOBG46VWqPG7bVSzuQVcLI | 82.102.142.210  |              24 |
| Casper03            | 8aaaccaef793c4c55999a53dc1fffa43d9ffe224 | iqrMrveTxMVZmaU9wf/6Q9n/4iQ | 176.31.191.26   |              24 |
| followmeplease      | d022203b182ac5c499b55a234e7e32d3728c898b | 0CIgOxgqxcSZtVojTn4y03KMiYs | 162.244.34.169  |              24 |
| bluemax666          | 11c72f8386d4d665c47b58846b93032d33fc322c | Eccvg4bU1mXEe1iEa5MDLTP8Miw | 80.218.36.15    |              24 |
| askatasuna64        | d1b5a82571d38fd98a3b9bd3c15238ab4e6e9201 | 0bWoJXHTj9mKO5vTwVI4q05ukgE | 37.59.124.216   |              24 |
| tingz               | b89782cd74936dd39735671b8f1dd8fc46a1e785 | uJeCzXSTbdOXNWcbjx3Y/Eah54U | 155.98.39.81    |              24 |
| Convoglio           | 480a03d5f5f4cded764fb37d023727f65cb87339 | SAoD1fX0ze12T7N9Ajcn9ly4czk | 192.237.245.78  |              24 |
| egiuG               | 9d11a51663ce050ecc5244c998c0de429d596569 | nRGlFmPOBQ7MUkTJmMDeQp1ZZWk | 81.169.255.235  |              24 |
| TorRekted1          | f6346ffe33cd9a50582a60b93030fb121d879c67 | 9jRv/jPNmlBYKmC5MDD7Eh2HnGc | 69.67.252.135   |              24 |
| toxiroxiROv         | 2e4123ba37f1d74a9cf0200232d3ac7f67065a7a | LkEjujfx10qc8CACMtOsf2cGWno | 93.115.210.164  |              24 |
| EyesWideShut        | 5ccc57d7f5ecb5883b67cf3478c98dd7e81f3b40 | XMxX1/XstYg7Z880eMmN1+gfO0A | 185.61.148.30   |              24 |
| OtakarII            | 86fecafe6e603c25345b3c3265e65ebfcb1c5a99 | hv7K/m5gPCU0WzwyZeZev8scWpk | 46.28.109.100   |              24 |
| alkaidarelay        | 28233cc4ed17b270c8d053bd1abe23c41c6c850c | KCM8xO0XsnDI0FO9Gr4jxBxshQw | 95.71.126.230   |              24 |
| SBRInternational    | 82d606809f601126ffbcdb28c574ef6356e5263a | gtYGgJ9gESb/vNsoxXTvY1blJjo | 93.95.227.195   |              24 |
| SisaCL              | df5df3446e9199f5b8ac9b759087ca7c4a6c3d74 | 313zRG6RmfW4rJt1kIfKfEpsPXQ | 98.195.251.23   |              24 |
| randanon            | d6eb6fc2e9926ad66344fdeeb4f58e61c95173ef | 1utvwumSatZjRP3utPWOYclRc+8 | 89.160.52.29    |              24 |
| NoSpam5             | e92f72473d97a1d6d07ec3741fce6fad39a3ce14 | 6S9yRz2XodbQfsN0H85vrTmjzhQ | 109.90.185.155  |              24 |
| 100mbps4u2          | 5ebfa05f4f565456217ad293324f5a5d41dd8ea3 | Xr+gX09WVFYhetKTMk9aXUHdjqM | 91.121.65.163   |              24 |
| AABattery           | 02fd37a2393568b549f575ac526b631d4a5cffb8 | Av03ojk1aLVJ9XWsUmtjHUpc/7g | 67.219.233.140  |              24 |
| hamsternator        | 042fdb6e5c44acc55649e7acd49e0a561c03428b | BC/bblxErMVWSees1J4KVhwDQos | 192.99.6.32     |              24 |
| AbieNathan          | 9dc8df5cf11c7f51369775d22d059f9392585b2b | ncjfXPEcf1E2l3XSLQWfk5JYWys | 88.217.23.173   |              24 |
| icebeerTexasVirt    | 94672a70e242eadbd83e0866212c0f4879e0ad83 | lGcqcOJC6tvYPghmISwPSHngrYM | 96.8.114.93     |              24 |
| DanWue              | f7b1cf7b0b6c2efd6144bbdf5329ac63d17116cf | 97HPewtsLv1hRLvfUymsY9FxFs8 | 84.50.21.55     |              24 |
| chronodd            | 4e94ce80a640d919821fa3585abca22cb641df06 | TpTOgKZA2RmCH6NYWryiLLZB3wY | 88.198.194.89   |              24 |
| tazzwei             | 4ef28f0acba7db83f532cf649db13a00c2f9fdf2 | TvKPCsun24P1Ms9knbE6AML5/fI | 193.104.220.54  |              24 |
| porsche             | fe2f5886c0d5b4fa8677b96043de4e72007fdbd1 | /i9YhsDVtPqGd7lgQ95OcgB/29E | 98.226.132.116  |              24 |
| nikomo              | 3309d710f43b769f11d4ca65f08961844658536c | MwnXEPQ7dp8R1Mpl8IlhhEZYU2w | 91.121.76.207   |              24 |
| NAGILUMT1           | e9b4a909b9a2caa8e86095c8140c8fe112c359ad | 6bSpCbmiyqjoYJXIFAyP4RLDWa0 | 144.76.253.117  |              24 |
| PrivacyRepublic0001 | 1c592b014865bd64609e9334071e2e38950cc891 | HFkrAUhlvWRgnpM0Bx4uOJUMyJE | 178.32.181.96   |              24 |
| thewatch            | 1f6d053ded2aa716418fd2db29467745c953ac48 | H20FPe0qpxZBj9LbKUZ3RclTrEg | 46.252.24.56    |              24 |
| FlokiNETIceland1    | ca3eb360a48cd89f9e74ad6a4612554ac07122f4 | yj6zYKSM2J+edK1qRhJVSsBxIvQ | 82.221.100.10   |              24 |
| TelAvivMakers       | 62b2ba46d6ef7300a2215e541d3f6ca9b757203f | YrK6RtbvcwCiIV5UHT9sqbdXID8 | 82.80.54.64     |              24 |
| tokyo00001          | 4aba1df094b99f0eff2b82edab81756848095e20 | Srod8JS5nw7/K4Ltq4F1aEgJXiA | 106.186.16.154  |              24 |
| zeroAlpha           | 77e76f7d593a3ead21c5e7ca26effb881f13903e | d+dvfVk6Pq0hxefKJu/7iB8TkD4 | 122.149.22.79   |              24 |
| egotor              | 5db07740b14f575f42203e21136069364129457b | XbB3QLFPV19CID4hE2BpNkEpRXs | 188.138.116.109 |              24 |
| fscksda1            | a60359e61d332bc95c7996aff91c0b648cc18381 | pgNZ5h0zK8lceZav+RwLZIzBg4E | 82.225.209.202  |              24 |
| banesTOR            | 2f557d4881856412b5fde8c735d7a8d5c58e9167 | L1V9SIGFZBK1/ejHNdeo1cWOkWc | 178.238.224.132 |              24 |
| wetworks            | 677d433b52da358b8da944b3a6cbe891abfee4f6 | Z31DO1LaNYuNqUSzpsvokav+5PY | 192.153.154.244 |              24 |
| ladybug             | d3623ffe18ac8523481ec8994aceeac1ce46e63b | 02I//hishSNIHsiZSs7qwc5G5js | 24.255.140.138  |              24 |
| UnwillingToName     | 2d2ad1184d6b8a6409d12036aa94c1044a3e0f0c | LSrRGE1rimQJ0SA2qpTBBEo+Dww | 94.22.120.43    |              24 |
| partyvan5           | d1e9141d7a12879bfbb5efb0c296fb0cb243856c | 0ekUHXoSh5v7te+wwpb7DLJDhWw | 31.220.5.128    |              24 |
| daggarello          | bff91d3fa58d1a10c37413e3ee0f862d785da590 | v/kdP6WNGhDDdBPj7g+GLXhdpZA | 50.181.156.67   |              24 |
| WeeningTorExit1     | 61f7f96f3cf909b92bb618bb55c06072b6df9891 | Yff5bzz5Cbkrthi7VcBgcrbfmJE | 37.34.62.130    |              24 |
| tr1ckynettor7       | 61b9c452c53704a483e9f1e416e5b5e27233f628 | YbnEUsU3BKSD6fHkFuW14nIz9ig | 23.95.119.24    |              24 |
| tornode01bn3tde     | fa9b260f6dbfc9300c1c64aa2968dfb94ccb9ef0 | +psmD22/yTAMHGSqKWjfuUzLnvA | 46.20.46.140    |              24 |
| BernadetCollins     | 60c705b6f574c3b8730f8ca0f0b7f99ebbfbd9f2 | YMcFtvV0w7hzD4yg8Lf5nrv72fI | 88.198.167.68   |              24 |
| InternetGloryHole   | 47e5f2a3e24d440668b0087faaed8e38840f7d38 | R+Xyo+JNRAZosAh/qu2OOIQPfTg | 107.150.56.34   |              24 |
| torpidsDEdomainf    | 231c2b9c8c31c295c472d031e06964834b745996 | IxwrnIwxwpXEctAx4Glkg0t0WZY | 37.200.98.5     |              24 |
| aaa345              | edc3cc2b6dbfd91e5147c0f8cc6b8a530d8af963 | 7cPMK22/2R5RR8D4zGuKUw2K+WM | 142.4.208.167   |              24 |
| callisto            | d28c1f88d3d102885454788b56b9fd78c70ec673 | 0owfiNPRAohUVHiLVrn9eMcOxnM | 75.81.105.219   |              24 |
| caugutre            | a35bca5603a7a1ea9f023590fb867228c78a522c | o1vKVgOnoeqfAjWQ+4ZyKMeKUiw | 87.64.57.32     |              24 |
| PPTOR0036           | 70c72cb33ca2f84a494b44d36f19eefd57a70c10 | cMcsszyi+EpJS0TTbxnu/VenDBA | 193.105.134.117 |              24 |
| Akiha               | 267e88f2842b1dd8220472c18c2bc30919b5cef4 | Jn6I8oQrHdgiBHLBjCvDCRm1zvQ | 68.43.44.244    |              24 |
| Tor5ByHostplanet    | bbd3dd8da277c9567ceb081d3a30d04a61d46900 | u9PdjaJ3yVZ86wgdOjDQSmHUaQA | 37.59.150.179   |              24 |
| puny                | ad976784c5f44d0d88d6754ac8d83e3815b464f4 | rZdnhMX0TQ2I1nVKyNg+OBW0ZPQ | 91.152.118.209  |              24 |
| mihaild             | dad1c269bc8a5a73f11089cb70d5c4a66906bd4f | 2tHCabyKWnPxEInLcNXEpmkGvU8 | 89.249.162.162  |              24 |
| marsproxy           | ccb37549c79404eb0df70726641b903ed4af500a | zLN1SceUBOsN9wcmZBuQPtSvUAo | 198.52.217.69   |              24 |
| reddeveloper        | 5d6a4e816ab1c6ce59f25a94b404bd0bc16663c0 | XWpOgWqxxs5Z8lqUtAS9C8FmY8A | 84.249.115.27   |              24 |
| zetmantor           | b417dbf33dc74bfa3f711100a5f015384d0996b1 | tBfb8z3HS/o/cREApfAVOE0JlrE | 120.147.22.48   |              24 |
| 01relay             | 7362468ee461e35c4b442ee3f079b10a1e9f68ef | c2JGjuRh41xLRC7j8HmxCh6faO8 | 188.165.94.105  |              24 |
| blighty10           | c1cf7bf68eec1c631414d09c98ce9aa85ea668b5 | wc979o7sHGMUFNCcmM6aqF6maLU | 185.38.36.25    |              24 |
| YjM0MTRhNTM1Y       | d9758841c8fcd0781abd369ed06f68644ccb2ad2 | 2XWIQcj80HgavTae0G9oZEzLKtI | 192.211.58.125  |              24 |
| torallowed          | 602b27ee8560075137fe48d5134ba5d1144ff74b | YCsn7oVgB1E3/kjVE0ul0RRP90s | 81.4.121.222    |              24 |
| deepweb01           | e5f235feb02757d961f3fe2af8da4474230ad778 | 5fI1/rAnV9lh8/4q+NpEdCMK13g | 64.182.160.187  |              24 |
| TorD                | 0e3666dfa65792937c83410644c97b913ffdd95b | DjZm36ZXkpN8g0EGRMl7kT/92Vs | 74.96.87.156    |              24 |
| ARandomNickChoice   | 25b3e33733b2d52638b12640be6012c7696f9672 | JbPjNzOy1SY4sSZAvmASx2lvlnI | 5.135.186.157   |              24 |
| pretzelicious       | e20d45783e9668f14f73959da23c535b9eb50749 | 4g1FeD6WaPFPc5WdojxTW561B0k | 75.72.139.56    |              24 |
| LoL                 | 743fdcfbe8fabf2180d75dff39207038af0f7a8f | dD/c++j6vyGA113/OSBwOK8Peo8 | 115.66.166.64   |              24 |
| hunter              | 9b412a8213917f7d3e2176dc1bfe0ed41aaad66a | m0EqghORf30+IXbcG/4O1Bqq1mo | 188.40.112.195  |              24 |
| ganooloonix         | 5a0ef08fc99f236c5e48fb52e649f092088d009c | Wg7wj8mfI2xeSPtS5knwkgiNAJw | 91.219.237.218  |              24 |
| TheAbominableOnion  | 957892380edd63f6ae496625e5e27954eea53d6e | lXiSOA7dY/auSWYl5eJ5VO6lPW4 | 24.247.175.218  |              24 |
| IntersafeIT0        | cedcd7c46e6cfce472fb01adc56426a8bcb33fda | ztzXxG5s/ORy+wGtxWQmqLyzP9o | 162.243.100.225 |              24 |
| phobostosh          | cf431d9beb52c2c460bb0dde0afb027e4292616f | z0Mdm+tSwsRguw3eCvsCfkKSYW8 | 80.222.239.108  |              24 |
| HipyHop             | 06a3df34565ede6f6f7238d0cbc869ed2dbacfb3 | BqPfNFZe3m9vcjjQy8hp7S26z7M | 141.0.169.9     |              24 |
| berta23             | e471462e8d4d94fd064c35ffd46ee0a1ea6a4bea | 5HFGLo1NlP0GTDX/1G7goepqS+o | 176.28.52.107   |              24 |
| HukkaTorProxy       | 5f05b7c9c25ee073a73d499ba96194e95a1223fe | XwW3ycJe4HOnPUmbqWGU6VoSI/4 | 88.115.216.94   |              24 |
| kramse2             | 6596b0574ba7e9432c3d0dde5d2e2bcfa6a8e3e7 | ZZawV0un6UMsPQ3eXS4rz6ao4+c | 185.27.115.201  |              24 |
| mambridge           | 82fcac895c22558ab93dadd4df5fe3df2b11746e | gvysiVwiVYq5Pa3U31/j3ysRdG4 | 82.40.164.204   |              24 |
| nanYa               | 199d0a378048f04a577c73058fd9ce425a7ab65e | GZ0KN4BI8EpXfHMFj9nOQlp6tl4 | 88.212.208.219  |              24 |
| askatasuna65        | 2d67425c0cc050b189baddd11365c3e3e115f11d | LWdCXAzAULGJut3RE2XD4+EV8R0 | 195.154.13.10   |              24 |
| plebia              | ea3808d4b00a53b45176d79d5f305972f4f42744 | 6jgI1LAKU7RRdtedXzBZcvT0J0Q | 37.59.162.218   |              24 |
| Serveur             | dad2afb4414991b874be8896d43b5700eb869faa | 2tKvtEFJkbh0voiW1DtXAOuGn6o | 82.239.197.205  |              24 |
| MuhFreedomsGreen    | 8152a705f1692982723afa704e2d62e64a230a93 | gVKnBfFpKYJyOvpwTi1i5kojCpM | 192.227.129.122 |              24 |
| chaoscomputerclub31 | 6ee3134cb81e871eb14aa1a4f43170f6ea2534ab | buMTTLgehx6xSqGk9DFw9uolNKs | 217.115.10.131  |              24 |
| ArilPliorine        | ab06e02a6f89cfa9e64b393075961e080c8ff40b | qwbgKm+Jz6nmSzkwdZYeCAyP9As | 24.202.234.155  |              24 |
| torbytwink0r        | 38c180895249a2b7772bd77939406586800b6172 | OMGAiVJJord3K9d5OUBlhoALYXI | 195.154.123.82  |              24 |
| budstruckstop       | 65f49290a8c17c470edbe338596a893372958ebf | ZfSSkKjBfEcO2+M4WWqJM3KVjr8 | 96.126.103.179  |              24 |
| guzli               | b1b2ce4bd6e9cb91ee0970b369069c647646ab22 | sbLOS9bpy5HuCXCzaQacZHZGqyI | 146.185.251.230 |              24 |
| bluebell            | 7be2948f109a0e859513c7f8f2c8b650d48e232b | e+KUjxCaDoWVE8f48si2UNSOIys | 178.63.145.226  |              24 |
| FencNode2           | a960700a421704de1d1fb80a9e8d8ed5e2a31bc8 | qWBwCkIXBN4dH7gKno2O1eKjG8g | 91.121.153.96   |              24 |
| v01d                | 049c1168996b33b2240df6d83c35b85452cf70a6 | BJwRaJlrM7IkDfbYPDW4VFLPcKY | 78.107.239.213  |              24 |
| ProtecTOR           | cc6afd791bf5437caf4d9980bb38368c48469096 | zGr9eRv1Q3yvTZmAuzg2jEhGkJY | 141.84.136.36   |              24 |
| pukloosstorrelay    | 7086ce73604ad57bd7a6766e9b78b51e93b18e8b | cIbOc2BK1XvXpnZum3i1HpOxjos | 195.154.104.134 |              24 |
| ArachnideFR35       | 89c12ddfee98412fab5dbdfb68ca75da53cab639 | icEt3+6YQS+rXb37aMp12lPKtjk | 95.130.9.89     |              24 |
| gsdflj34sk          | 1a4c15129b858f06145eb3123a8c9659dfffa343 | GkwVEpuFjwYUXrMSOoyWWd//o0M | 82.196.14.65    |              24 |
| ChaoticNeutral      | d22cf1b9b69f0b4ee08e2a6192eddbce4b70e97a | 0izxubafC07gjiphku3bzktw6Xo | 66.228.54.195   |              24 |
| Chapsoot            | 4fe801625576f84791b1864807bd62ff5631c4ae | T+gBYlV2+EeRsYZIB71i/1YxxK4 | 192.190.88.52   |              24 |
| servbr10            | 9552f229bf5fbdb2f65457dc6996fb28007165a2 | lVLyKb9fvbL2VFfcaZb7KABxZaI | 212.83.158.5    |              24 |
| scottishpornstar    | 87c1e26b58e72906a6413ad3ddd29e867b6f3339 | h8Hia1jnKQamQTrT3dKehntvMzk | 31.7.184.14     |              24 |
| abc123              | 31011aaa8d2d3810b5b30b8f5dc42d1bc863dd78 | MQEaqo0tOBC1swuPXcQtG8hj3Xg | 66.240.174.9    |              24 |
| redwood             | fd1871854bfc06d7b02f10742073069f0528b5cc | /RhxhUv8BtewLxB0IHMGnwUotcw | 149.20.54.218   |              24 |
| Impedance           | f9bffea7582ae274914902c2013cbb0488ec8910 | +b/+p1gq4nSRSQLCATy7BIjsiRA | 213.141.129.248 |              24 |
| Samo2               | 37e86592fd3ef58bd93272565be94bc67d650847 | N+hlkv0+9YvZMnJWW+lLxn1lCEc | 109.74.151.149  |              24 |
| tzUYDtO83PP0        | f94443160e2d137a31d762194602c5131ff88296 | +URDFg4tE3ox12IZRgLFEx/4gpY | 192.240.96.222  |              24 |
| Torbob03            | bf03e07829dc5d36bec70acca1c5882b0bd963a9 | vwPgeCncXTa+xwrMocWIKwvZY6k | 5.39.90.191     |              24 |
| dorrisdeebrown      | c1e2cf4bb774a030ff5408ff35cc637ace24d439 | weLPS7d0oDD/VAj/Ncxjes4k1Dk | 96.47.226.21    |              24 |
| TorExitEU           | 6492855c4fe6b2b2460198fcfabd8db30ff45693 | ZJKFXE/msrJGAZj8+r2Nsw/0VpM | 91.229.20.59    |              24 |
| truehumandesign     | e9a85d583b220693f987ed51db29fa0dd3eac930 | 6ahdWDsiBpP5h+1R2yn6DdPqyTA | 109.192.2.161   |              24 |
| NSA1                | b3cc49776b478a17f82ba4afdbe998197efc8d2f | s8xJd2tHihf4K6Sv2+mYGX78jS8 | 85.166.191.91   |              24 |
| andron              | ed9203197db1b7cac46982516c8979a30adbf6f2 | 7ZIDGX2xt8rEaYJRbIl5owrb9vI | 89.77.136.174   |              24 |
| Spica               | e34d76c18cc86c980cf3afabdebef36c9e4978e3 | 4012wYzIbJgM86+r3r7zbJ5JeOM | 178.79.176.114  |              24 |
| teornswau           | b1b0d087e43e2a43913377302dfabbda28715a7b | sbDQh+Q+KkORM3cwLfq72ihxWns | 121.45.223.42   |              24 |
| TorAustralisXVI     | 87811360e3e95c15c05b53538b0d30c1821efe73 | h4ETYOPpXBXAW1NTiw0wwYIe/nM | 192.241.86.124  |              24 |
| ballerina           | 9d0c8929aec3b5f7ead9156e8b5b7e797bf5fd9b | nQyJKa7Dtffq2RVui1t+eXv1/Zs | 87.211.71.67    |              24 |
| aceventura          | 158729105957da1dd7cb7ce778023625031f4a9b | FYcpEFlX2h3Xy3zneAI2JQMfSps | 178.254.28.20   |              24 |
| cryptoboite         | c7be044eb0510c3f6f80fd2278673e1d5d9e26c9 | x74ETrBRDD9vgP0ieGc+HV2eJsk | 109.10.130.111  |              24 |
| GNorth              | 617d2ef2fdeeeffbda5af37ecfe5f0002be222cc | YX0u8v3u7/vaWvN+z+XwACviIsw | 85.234.39.202   |              24 |
| rory                | a818e8aab3be7e4ce37edf9ee3e144ddda85d76a | qBjoqrO+fkzjft+e4+FE3dqF12o | 95.85.63.172    |              24 |
| afo2                | b3aed8cd4fe788eafa9f76649ff2a757970a23e5 | s67YzU/niOr6n3Zkn/KnV5cKI+U | 62.210.129.149  |              24 |
| WeeningTorExit2     | 90524ac470a05aec28b1fbfa80da14d9a0b1cd76 | kFJKxHCgWuwosfv6gNoU2aCxzXY | 149.210.129.189 |              24 |
| Gonzonius           | 558a8fb9f10bd0d6b161f07495c4aab245cd18fe | VYqPufEL0NaxYfB0lcSqskXNGP4 | 76.105.172.150  |              24 |
| DUFF1               | 27bf0c32a3fb1d088e01a3c1e3b34aa4b2d50c5a | J78MMqP7HQiOAaPB47NKpLLVDFo | 188.190.103.32  |              24 |
| rath                | cf0fdc8bad05377a392943e25c2c3c638588beba | zw/ci60FN3o5KUPiXCw8Y4WIvro | 69.162.138.144  |              24 |
| 4U2Guess            | c561a3a65eadfa5dbc95a39a0d67d8412d4c2050 | xWGjpl6t+l28laOaDWfYQS1MIFA | 108.214.60.211  |              24 |
| GumbyZee            | 78672cb8276d88ecf0b8e2c2a63b5abad879703f | eGcsuCdtiOzwuOLCpjtauth5cD8 | 173.246.252.61  |              24 |
| ToRGermanGate       | 5e67e95803a36cacfb9b64c666005b8b5e7fbf34 | XmfpWAOjbKz7m2TGZgBbi15/vzQ | 46.4.112.6      |              24 |
| HidfdhTsdTor        | e4390abde80e2e08df58982d8cd7a6868db91a44 | 5DkKvegOLgjfWJgtjNemho25GkQ | 31.184.194.7    |              24 |
| skyfuture           | 84270174706decb1b21bd1b5bfee20812f56fe8e | hCcBdHBt7LGyG9G1v+4ggS9W/o4 | 78.234.229.128  |              24 |
| MeekLeek01          | 6e26f5b18f04bc95a340bbd0fec7b93f65d67fa9 | bib1sY8EvJWjQLvQ/se5P2XWf6k | 71.252.254.9    |              24 |
| janschejbalHetzner1 | a9fbc88876b81b7457786d85c475ea6b165da99f | qfvIiHa4G3RXeG2FxHXqaxZdqZ8 | 88.198.51.82    |              24 |
| volcom              | 89f389502482c60f14d53923dbc368271b4d1ba9 | ifOJUCSCxg8U1Tkj28NoJxtNG6k | 162.248.160.142 |              24 |
| RiveroIOTor         | 3a1b2993a2a95f88444ae9810501265ea26ba322 | Ohspk6KpX4hESumBBQEmXqJroyI | 84.125.16.38    |              24 |
| zwiebelfisch1       | e03a2938684d75f25dcbe11eb1d80582b1ba9402 | 4DopOGhNdfJdy+EesdgFgrG6lAI | 87.106.189.238  |              24 |
| x                   | 2fb7476f377f16606b2c130a1738cd57afc327c2 | L7dHbzd/FmBrLBMKFzjNV6/DJ8I | 83.77.189.166   |              24 |
| zlangtor1           | 64afc8515247fe330d34268d4d92f311c2a2b805 | ZK/IUVJH/jMNNCaNTZLzEcKiuAU | 23.228.228.212  |              24 |
